"FTR","ELO_H","ELO_A"
1,913.827158697369,1083.97375581354
1,899.811549027174,1086.75101343267
1,948.765397920695,1100.12352869648
3,897.081088108438,1132.70889342991
3,949.015904954842,1152.2030881609
0,996.624030015425,1054.37751045426
3,944.068393300622,1193.8878573775
1,1052.9114120041,1047.67145042321
3,904.8716579215,1117.77633636705
1,841.226500192311,1176.95637073242
0,1056.87462001991,1051.8207882795
0,974.349729754031,1072.6395206358
1,945.095295819616,1161.88626252083
0,938.005545912109,1138.81747127772
0,948.3086296568,1165.80195801412
0,1061.78631297835,1095.78017186909
3,917.919998570613,1146.52707409847
3,966.792788927259,1129.05689306344
1,945.156649830025,1052.00228424287
3,1028.52064353812,1213.3474117728
0,963.621585166411,1079.21002603116
1,1041.71715687077,1060.73201251003
3,1082.3349598637,1119.54024367005
3,943.389625915846,1162.43680360278
3,1030.522957254,1065.57110076519
0,1108.15825854247,1029.93210783992
3,911.81568773228,1145.48368880629
0,879.782083137794,1156.35597446384
3,1099.21201706189,1137.31458638742
0,1073.57534210212,1078.08640628507
0,915.900713348627,1165.15017793847
1,925.706201909601,1077.95926145496
1,911.452864675891,1066.85939690371
3,1085.45036058089,1152.37979884335
1,904.904842303873,1097.38792499463
3,949.719912603523,1097.4416659361
0,920.26887065733,1143.49543224008
3,1033.15356623093,1108.69212425176
3,1055.16816857316,1055.33682920126
3,1091.02852639967,1105.61399048212
1,1021.34637002797,1086.69718879421
3,1138.66293457693,1052.99071072019
1,1160.87286219584,1052.12571283672
3,1078.22333202383,1070.33009128571
0,1039.90209575486,1157.50398643165
3,1199.49761217191,1058.76606191548
0,981.852106518554,1117.80788705822
3,1120.77165629127,1094.79024281283
0,1249.0880621542,1121.03197072255
1,988.089488746812,1155.7998363125
3,1183.91052387166,1148.23281387401
3,983.626378850507,1073.38982377993
0,1049.60888050075,1100.34843447726
3,1157.46836484664,1125.66740593451
0,1035.74763109036,1111.53593670418
3,1024.14522968559,1112.94374606901
0,1076.84439466849,1074.12472729822
0,1113.69409666561,1044.25896533939
0,1071.04193151597,1071.5367044055
0,1006.80616005803,1093.19383994197
1,914.278607368705,1085.72139263129
3,1003.10412979339,1126.67454170301
3,990.364498583025,1134.88495809894
3,986.073025452272,1086.22835901229
3,1112.20965501301,1107.6470288401
3,1016.0161028597,1115.76117295717
1,1041.84556789254,1057.97697534046
0,1001.49296137188,1048.54187396458
1,1125.02229879603,1070.52842613573
0,1078.63609070736,1068.46750306318
3,1208.30711956843,1049.66954531881
0,1043.31964223262,1105.81702176635
0,962.363936197503,1096.16898439736
1,1023.37671636187,1079.44469584179
0,1159.73342017929,1090.26657982071
3,1172.71994456563,1078.19837544374
0,1311.26225252125,1033.95578445027
3,1020.82627284139,1100.26579634187
1,941.837029973082,1141.42929683114
3,982.550149195602,1083.79958021752
1,1037.32796744849,1064.21571020972
3,913.220319974863,1128.52513415483
0,1004.80774344468,1042.93335925084
3,995.063281880649,1173.11084221719
3,1025.25337130202,1090.02988770261
3,1092.91338061437,1056.95530449571
3,1166.72075375987,1083.86274297401
1,1106.57816783148,1092.44084281495
3,972.521585066154,1084.76567602243
3,1083.55149576377,1066.44850423623
3,1082.32470807945,1069.46402625929
3,1105.12060701682,1089.5069491744
3,954.302003594568,1112.46360492188
1,933.437109535913,1141.74642145206
0,1084.81205994899,1109.20012319172
0,1136.19914462797,1020.62778546985
1,905.57984547311,1154.73774647848
1,951.269633045596,1138.16682193116
3,1021.62456006012,1111.79977804111
1,1002.15719304305,1108.49910442314
1,1052.72259650473,1046.97983872551
1,1035.89870328487,1063.18706641036
3,1193.35905982379,1096.43177747372
1,1012.11183764277,1079.84508720888
0,1058.34806016871,1091.65193983129
0,919.184143140244,1113.20712015495
0,1060.00972571174,1134.3029876998
0,1078.74231802738,1107.83346355956
3,946.779538623491,1105.00014703675
0,997.043447671482,1053.34807999861
1,896.449736275114,1099.33559113222
0,1131.89848756833,1118.62640004685
3,990.871699017159,1088.58070318294
3,982.391844431948,1069.52612458228
3,889.767618616103,1141.14148636725
3,988.535952597751,1132.383998147
0,1081.37161164435,1120.59770382338
1,901.288171165254,1166.59766711868
3,998.497499149005,1082.84382499733
0,1067.63682592985,1080.93763315414
1,907.368088905329,1092.63191109467
0,1135.61530917341,1096.21456120154
3,1148.63238848483,1090.59725307312
3,1150.77540269749,1099.36641964766
3,1022.52597227376,1094.28874788929
0,1129.79075944966,1089.70845974883
1,934.575598364464,1076.79039502247
1,1023.33827285021,1075.60429257842
3,923.610253965573,1153.61023264531
0,997.213200305694,1054.05991302683
3,1021.1983102992,1078.8016897008
0,1173.06247665218,1126.93752334782
1,1116.05710196654,1081.03096159653
3,1009.57550814408,1168.61437561742
3,1006.7032617065,1142.08913698706
0,969.60716540187,1130.39283459813
0,944.337572623523,1112.2085557121
3,1089.93477963793,1061.31232171464
3,1158.53247676275,1083.52931939867
0,1093.46066403023,992.09014084467
1,1017.31966989292,1076.22654443791
3,865.369390306557,1139.59171829205
1,876.656270545324,1144.36347275766
3,998.700823677569,1062.24062820701
1,910.640830665418,1079.95956862534
0,968.140046756336,1087.50232146583
3,1069.35509593063,1079.77504683926
1,1011.92327082472,1094.90113031083
3,1049.04672474325,1102.43091706061
0,998.530147230041,1101.50790528909
0,1112.19027449636,1081.85883136063
3,950.963101861157,1114.70636712588
0,960.70080902851,1132.22012226506
3,1057.85516369161,1091.24602358
1,1091.80533532456,1112.06858256971
1,922.850359442747,1085.9644551371
3,848.976243132285,1151.98765734238
3,1046.38794130647,1108.81810410794
3,961.393954297238,1106.54267701176
3,1199.89762612276,1058.66717275312
3,951.676492374982,1133.48867183786
3,977.229539234745,1137.548419319
3,1017.29744056003,1136.78133152731
1,1045.84149873506,1054.65514740038
3,986.801904986275,1074.03011878721
1,1028.21129239811,1084.81160940487
3,1055.06765187412,1095.60079360399
3,1051.79728014104,1119.04801888989
0,1156.47792382951,1021.38511715569
3,1050.48416566163,1122.51218430855
3,1085.99318189927,1065.60709082002
0,1046.05885479248,1104.37836146668
1,1100.80287567538,1099.30748675254
1,1141.93904147029,1053.44433108624
0,1314.8178748159,1051.48111413229
0,1060.74612808587,1089.25387191413
3,1106.95565043861,1088.55962009228
0,955.023648194992,1097.54966485831
0,1038.99094321215,1111.00905678785
0,1304.40686130183,1003.29675663382
1,916.728746701887,1095.38184067244
0,1009.97687557767,1084.5916579906
0,928.552148214443,1103.54882953059
1,1028.77027758011,1076.22688619338
0,1055.00435192654,1039.81831018548
3,911.545611371257,1112.42138456412
3,1303.82914021954,1096.59624514994
3,981.147338744998,1133.80219629478
3,1165.29471409079,1081.85901888255
3,1045.38215839,1091.36412848054
0,1261.12209242097,1106.68521975895
3,1068.61716717047,1100.09385400242
3,935.007507119457,1133.91409715784
1,1024.59924537323,1078.24733357217
1,1012.51911947716,1090.5044427021
3,1129.54611466454,1074.60298579761
3,1019.73459432505,1083.75524371133
0,1022.84349600296,1126.16036838703
0,990.47289227557,1062.49153697474
3,1092.07063610903,1115.01155989385
0,991.85862137075,1059.12876575485
1,939.073086310682,1071.71651234258
3,1090.96285462216,1061.54994776719
3,1064.0497991707,1087.47715049211
1,1024.93600259482,1075.77324845402
3,1014.81083267637,1113.24467861864
3,1140.13424066679,1121.3948532672
3,979.421114897304,1134.2843526399
0,925.718348265435,1177.57432779545
3,1071.87564561456,1080.48322892931
3,999.018619912193,1113.23699059012
3,1015.93378635177,1093.97752366437
3,1009.30476189942,1080.42787833662
1,988.567418828309,1103.2227894925
1,947.834358233512,1052.80691342605
0,995.843167715543,1054.31231599498
1,1001.62163586452,1103.39794544293
0,1152.16738782913,1074.68037872041
1,1154.01727375261,1037.80710452067
0,985.296578315553,1068.08818868003
1,1019.56945181834,1081.78782149704
1,1026.67472980487,1076.94793341943
0,1072.83785106413,1098.4993298009
0,944.759061138122,1098.98125329691
1,1112.00268035222,1082.19087856538
3,929.303696840488,1128.49250912519
0,1145.24655671072,1048.56673691248
3,961.324545820829,1164.62832591189
0,981.49614837426,1070.211994997
3,1060.78781208558,1096.7486751797
3,852.347655812671,1179.6356620615
1,1116.70791890645,1083.48747134721
3,1059.99091139611,1099.36007658688
3,909.92458215568,1139.21479400441
3,973.60237119929,1090.76515071121
3,1117.85137163225,1031.35495899613
1,1178.15167688727,1011.27136257581
0,1021.50257001708,1020.32597966077
1,912.795310640713,1091.97639054066
0,1028.61083385659,1014.44733336599
0,1065.09869358308,1028.01754077823
3,1123.23912265065,1072.80362265811
3,1031.21862544412,1019.49861440425
0,1133.6221323747,1006.69779795746
0,1067.16051110167,1020.43229892482
3,1382.9611259282,1008.1539368965
0,1020.07397352971,1035.24892864382
3,1409.08591043901,997.038305959039
3,1100.56359020082,1049.00650753835
0,1233.83963235091,1007.58178265214
3,968.908078300909,1071.48215341838
3,1124.54379436674,1009.16858488162
3,1117.00284048862,1100.96011625831
1,859.753501663916,1105.81893917871
3,1177.50960001086,1018.99979533546
1,1065.13570421194,1030.16970867162
3,1108.52133653718,1040.61421654102
0,1042.94993650833,1103.18945489628
3,1110.69758110315,1037.90849790703
3,963.830574603141,1065.98428405119
3,998.60213729761,1069.98407726101
1,1153.50698085599,1036.57666747958
3,1123.51451154475,1029.44175933287
3,985.318235502644,1124.27560506411
3,946.058873238082,1119.18287491394
3,1007.45143397129,1042.54856602871
3,985.267581603475,1057.04206151466
3,1038.8894423414,1070.16756697489
1,956.946371546567,1061.64498410622
1,951.234663216758,1091.9569340674
3,1192.15490380704,1045.57098570606
3,962.398626760436,1092.02367739063
1,838.690845938375,1107.20884078947
0,1058.56712493173,1041.43287506827
1,1038.50713077526,1064.07152843086
0,1102.24202992977,1088.61449407959
0,1299.27483503037,1002.95073391207
3,1031.10618891921,1076.51839180067
0,1199.9758545723,1089.16949085435
0,1072.3655147152,1067.59646482415
3,1025.04177711441,1044.18891773562
0,1113.79391422625,1043.91673575732
0,1029.49208983205,1060.61847850051
3,942.100204844698,1120.35965077818
3,1091.68506101439,1057.35630430482
3,1067.68818121655,1042.64730842753
0,1039.76391890712,1114.96872100512
3,1087.87917979948,1091.30631161385
1,946.58728170025,1063.61024086773
0,1020.85300796759,1126.24253848449
3,909.515817021,1114.57828998923
3,830.382890752111,1150.87255441485
3,1081.46400052193,1057.9678955541
3,1245.52079483915,1104.30058153612
3,1070.3521139481,1083.80289928699
1,1025.69825716504,1070.59234356316
0,937.598949837164,1108.18173022261
0,1033.81339031021,1103.05772076625
0,984.06260174108,1079.81706146421
1,1033.63421707425,1073.90535306196
3,993.921299163511,1069.17802190666
3,1069.85548612883,1130.14451387117
0,1004.33932930577,1045.07235955467
0,942.010817308088,1095.24641157428
0,1057.64347339849,1094.67092948232
0,1071.69527815654,1025.03643353516
3,925.050889774663,1143.86035330434
3,985.493230742302,1129.30827151154
1,1031.92565281848,1065.3748941783
1,1139.74442574204,1069.55963999746
3,1097.44733203656,1052.55266796344
3,1246.52285047758,1051.41148347781
0,966.954695943569,1092.62143212883
1,1040.11280365769,1063.8218198237
3,1118.39555949649,1086.04028299861
3,874.972916349959,1157.81910646207
3,1100.82007751717,1049.31065124419
0,1089.66550128089,1041.98566018181
1,922.18972005484,1068.13995704251
1,1021.30985558764,1086.66140102837
0,958.851221732116,1088.10477191434
0,985.358776336455,1064.06703623151
1,866.94315873921,1129.18778031813
3,1034.3875454508,1063.94682178766
3,863.313661132255,1130.65502975184
3,1139.74401584297,1062.09208395959
1,1033.47423467647,1074.44094828301
3,1009.47417554663,1113.70698453893
3,950.938494787078,1099.06150521292
3,1131.42844417494,1072.6463344666
3,1011.33969950477,1032.30674727932
1,1043.80665610895,1056.19334389105
3,1050.56601958931,1075.48502320469
0,1230.65481751908,1096.61869907081
3,1000.19783917396,1103.3625749332
3,957.199273945568,1076.45851442368
0,959.971928170267,1096.07387866093
3,1088.08165890779,1061.37526270175
1,975.69520625086,1033.89215522562
1,920.166080412041,1090.95969510808
0,966.530228046079,1078.8456510828
0,1294.70521897174,1011.78453256028
1,855.949113977799,1105.67857453139
1,1015.9297724625,1095.22992661901
3,1182.57816425783,1068.78908259237
1,1030.68860379404,1074.21139900299
3,927.182919982212,1116.64065955073
3,1177.54962816811,1071.8480536372
3,1379.15019665027,1038.72088990755
3,1124.26028712733,1072.36821338054
3,1185.96613358788,1062.83534058951
0,991.182751776691,1061.49867085438
3,1131.24269713244,1072.96348234552
3,977.918316344265,1135.08021827157
3,1122.20905975185,1072.09110391964
1,1030.88803140238,1070.7480739135
3,1066.7079463015,1081.63848256259
3,1020.82286147755,1104.55866814154
3,988.114948125119,1140.80767413189
3,1008.28817852118,1053.49511798121
0,1089.07831689609,1058.04456450151
0,1100.43451953371,1061.34693932913
3,1096.17916031596,1053.73853807212
0,984.157865702685,1071.45266562638
0,1000.67356792936,1049.30291807449
1,1040.82202494376,1061.79877337773
3,1043.57142024572,1062.53470617628
0,1141.47377781738,1062.30668265028
3,947.901593392259,1104.71399400031
3,1009.18470937954,1076.91077279779
1,1151.03832983582,1056.23771956346
3,1020.83706136174,1077.40578878059
3,1144.21391651638,1056.05502514014
0,1083.41532795897,1023.41087646707
3,1092.54618333918,1057.83856436286
1,1124.33865266053,1074.50899859029
3,1057.37713233343,1092.62286766657
3,981.437938363394,1136.76290074393
1,1042.60485251612,1056.49631767703
1,1036.8128320701,1062.24511778964
0,993.391330426132,1056.60866957387
3,1081.19860334353,1077.4690771934
1,1028.45290311853,1071.54709688147
0,1086.32283403372,1037.72886827787
3,993.825409611847,1085.15467908752
1,1043.30551521969,1057.32541180708
3,979.127792225294,1095.91176449167
1,1050.21811424309,1049.7727833091
3,971.948331353118,1121.70316008448
1,1156.91500261417,1019.65466516678
1,1019.92970325925,1095.86722081889
3,996.089554653953,1051.68585214322
1,939.102839133433,1050.33650967527
0,1205.64921994476,1037.18442121915
1,1049.37963343128,1050.67680909134
3,1274.66694526624,1051.26747923232
1,878.02085743419,1095.30259823453
1,1021.20935027819,1074.9371546125
3,1146.53010463101,1053.69702894589
3,1145.48952232854,1054.14589954683
0,1066.28230079357,1077.36522332526
1,1142.74926353374,1057.89560283869
0,1072.44434637006,1070.07603444862
1,1036.84672278692,1069.16662965286
3,1003.9655225779,1050.20090230338
1,1136.50001044974,1065.51186496173
3,949.031362010372,1104.96198856325
1,843.276387285356,1153.83071743562
0,989.454287458176,1061.24643732527
3,1021.47200122961,1079.65712620784
3,1011.93275726835,1075.19079573229
3,1093.73781452402,1055.89775245816
1,1033.76014470939,1062.03985319036
3,1085.78494541516,1063.24012863169
3,1191.82524879691,1067.07472561781
3,1037.55788525353,1068.94018059558
3,989.496842097115,1057.86730202943
1,1147.85272191922,1053.09776475788
3,999.799792044663,1098.69345573174
3,1079.31889912186,1067.13206080528
3,940.622648984726,1102.55172135196
3,957.418532706737,1085.85744591942
1,932.373612992095,1087.86811069993
3,1161.75864338366,1081.05560635004
1,1054.78174306888,1045.75545880226
3,1046.34827095997,1104.45818661906
1,1158.21555685528,1045.61041731276
1,952.113475849377,1066.85267439304
0,1121.27534550334,1047.05244617734
1,1127.29084763061,1061.14391093973
0,1128.66522000243,1050.08712154745
3,1320.44857818384,1027.80593181426
0,999.459802985802,1050.56401081314
1,1032.99885750908,1065.93956160772
1,1030.15446763176,1071.42661496207
3,1091.85836328773,1058.14163671227
1,867.517578387356,1128.71500033481
3,1082.95347597764,1064.11610146621
3,995.253731673932,1095.90141697464
0,980.103558316466,1068.62900711423
3,1076.59633222409,1100.76371306025
3,1002.89935008172,1050.25770371079
3,1222.80498025842,1075.46592325042
3,904.380936587868,1130.01623825797
0,1094.44607724123,1041.0304042012
3,1196.40569980902,1062.70635469884
0,1331.34306145029,1029.59865181739
0,1004.71379546692,1043.57582633624
1,1141.02304555791,1064.22580428482
3,1165.1254125029,1085.75174271171
0,987.724269769003,1062.07385712873
0,981.85904900119,1074.96646346765
3,1088.79605059747,1065.34826557639
3,1038.44527241753,1096.21500853338
3,1245.86959163213,1040.79760616693
1,1028.47963282228,1066.45476308412
3,950.913661180228,1145.65275418369
0,1090.02558598667,1060.45921711511
0,1046.64097232427,1056.64836998316
0,1122.58087927584,1042.54427646236
3,1078.12984399328,1071.87015600672
0,1075.48267902642,1052.412445764
0,992.791564891221,1059.08934304138
0,1115.94610144093,1069.23860829518
3,993.564585620377,1056.43541437962
3,1085.40874640765,1064.37602061507
3,1104.3547120391,1045.17951751191
3,944.350044988935,1107.48799895892
1,1063.91799412185,1038.39621563794
3,1156.95129244047,1093.04870755953
1,1034.38059132513,1071.66596956436
1,1007.07874272275,1084.20905617704
1,1041.50688163377,1057.4196055418
3,1079.15557691439,1077.63337728415
1,1035.75983322875,1067.30283155295
3,1052.45692407492,1095.43614096368
0,1094.15326655845,1063.73195135205
3,1092.01457908875,1057.7232409691
0,1099.19944732561,1050.80055267439
0,1213.26815352846,1086.73184647154
0,1146.59017813715,1013.72949956217
3,1077.1334542331,1078.67009909905
0,1084.00484192208,1049.54235942964
1,1022.10361364191,1076.91302457322
3,954.257637020133,1093.03586552533
3,973.482305501917,1079.96366081582
1,1042.65779472307,1057.11038640541
3,1056.92701351991,1088.13119431629
3,974.67006293531,1074.21103734427
3,1029.25406440525,1098.69494295855
3,965.407937508385,1096.6919882974
0,1063.96317419077,1035.11847148527
3,1026.12895415014,1111.07866221313
3,990.427704949752,1057.59925323257
3,978.725490514966,1104.7624167573
0,1005.38094070944,1044.36036669018
3,1049.11224889226,1048.38255113654
0,1030.61176391166,1070.59288609438
1,843.002926239693,1149.21837285846
1,1155.47675305253,1043.2707041505
0,1214.45191116169,1029.52532730006
0,1042.40212168655,1030.80052626293
3,955.508026761359,1100.92468955904
0,1188.73413254341,1062.23628237628
0,1020.95724434887,1069.25333408675
3,977.946909554483,1088.91980546301
3,1072.40966761934,1144.9968378156
3,1012.69800929689,1112.83051180617
1,1020.52160004813,1078.07808108788
3,1227.80226821671,1069.32777132315
1,1153.10706375492,1048.01021680873
3,1001.12063967562,1128.04666196392
3,1056.93430224479,1082.49735199246
3,1088.20041335572,1103.46640915618
3,991.047392670979,1072.87150659932
1,1043.61160528513,1056.7688617889
3,1024.77783867964,1090.45036244028
0,1379.21585567637,974.377575839198
3,1108.01935886965,1073.27896950914
3,1037.34902411971,1107.70040608506
1,1031.14225221822,1068.33341412271
0,1066.58292785629,1073.66958849181
3,1079.49204104617,1070.7437271532
3,1078.87969004447,1070.44101558727
0,1155.93548925969,1033.27712059288
3,1014.08179505461,1103.80752700231
3,942.509769849105,1101.75128194987
3,901.069689983986,1115.09125606929
1,1155.13154665103,1043.49610234753
3,965.082426227038,1120.53153484989
1,921.05758359807,1087.82155224204
0,1411.52045524841,1031.99430557749
0,1082.43440107266,1048.1842337862
1,1148.15236009416,1040.40133222754
1,1133.24129657408,1074.41773598559
0,1047.11231139519,1052.88768860481
3,1091.87702863359,1058.51944967193
3,949.089161420268,1117.15430348309
0,1041.09059485653,1056.40036356541
0,1092.6100372086,1059.43398094154
3,1081.14675758525,1071.59120627512
3,1118.38621759168,1074.41532694627
0,1023.29203483367,1078.64552842614
3,1181.76212163193,1069.04596472583
0,1095.79832030781,1024.49980406915
3,1198.71885090087,1044.18909489574
1,900.822535823506,1095.17471998378
3,1162.71089466014,1079.84758562843
3,1054.50970181063,1089.64096613108
3,1012.43268346937,1150.09127624178
1,983.90684569389,1110.27229231053
0,1177.14858597801,1029.26093377696
3,999.483359318052,1062.76968460347
3,1015.8066202997,1086.85279232557
3,1093.87168949735,1062.20162994226
1,1116.68970276922,1081.17985541462
3,1079.61109258737,1072.09802837936
1,1010.91702238927,1080.42153264641
3,1060.36982337547,1089.31940605163
0,1197.1294777077,1051.9642108155
0,986.820411754563,1072.72654055585
0,1143.25364245715,1081.85633320878
0,955.819211867682,1097.04615156878
0,1024.90991089227,1074.82897718282
3,985.237280176806,1067.73548845998
1,1036.53559323793,1062.84591127388
3,1062.42775848766,1042.76610725309
0,1140.35841049382,1024.87692901235
3,1178.82301767475,1065.98760566466
3,1276.96113056452,1023.38693940981
3,962.299055484759,1078.38560440441
1,940.769538303913,1058.60626578865
3,1030.56297839311,1023.74653855685
0,1321.87044161407,984.381539647598
3,1276.65399982106,1068.8168924195
1,1184.07665441052,1008.86042800692
3,1119.28151485372,1028.45679139899
0,1018.82297400923,1029.21082427306
3,1116.2451239028,1037.20399517573
0,1119.19852479226,1030.80147520774
3,1171.05432682315,1028.7549917368
0,1026.65027004046,1021.53344109116
0,1119.66420280983,994.317280899725
0,1221.28808466974,964.628855084143
1,1159.36233072389,1002.22980466913
3,1086.31408732566,1068.90457292391
3,1065.874148812,1074.70858798439
0,1065.2921218635,1090.82661480882
0,1061.837276079,1135.78440454968
1,946.44066405757,1040.63424230947
3,905.026621038057,1272.42575921469
3,1041.46382030124,1175.51163500622
3,1027.73162000176,1058.61035975779
1,1042.98573492473,1062.18902416877
3,707.065457726979,1222.3997725453
0,1052.34121204608,1197.65878795392
0,952.367762342664,1084.76561351958
0,209.77093389872,1813.53370528881
3,946.625284158038,1320.37885317655
3,978.495582739206,1269.60493623739
1,755.827693457417,1179.26052582925
3,910.854458215918,1152.50498007045
3,1024.59008008291,1188.31910810718
0,1035.97173755027,1111.96736297877
3,1101.02166079888,1040.4668920439
3,994.42875741916,1063.42569923905
0,1033.75532736035,1114.43579651676
3,1053.63953338636,1147.34656951133
3,930.071118916784,1301.81862242601
1,1065.51043222282,1030.24414180591
0,985.75344522506,1186.88430929351
1,914.497202899426,1073.44370814521
3,1004.26915284369,1116.2010521251
1,754.427650063703,1187.70765774675
0,946.04194586781,1115.76935794923
3,1339.41653779743,1067.73336960271
0,874.494860822515,1226.25256183123
3,920.128847012707,1124.32564804183
1,935.594779803867,1054.07428031767
1,907.477979177435,1097.87175912397
0,1065.45270400005,1080.5039091242
0,757.57337729004,1302.52261152081
0,1037.53193332205,1200.21005673458
1,945.842592464944,1066.89056158412
0,998.985678892342,1051.32556360309
3,831.579824903737,1160.37346226751
3,1105.70038483069,1089.87600327507
0,1175.63574304587,1078.25542981652
3,1089.15232350904,1060.84767649096
3,1034.73377725915,1053.26188831873
3,1225.8279253395,1091.39048794753
1,968.623512625344,1128.70932942738
1,909.497694105457,1103.67754637198
0,943.503565295784,1110.786692971
0,1070.46400858805,1170.42808447981
3,1028.87880306343,1086.67410597638
3,1025.4422387703,1112.14775485358
1,1046.90931642309,1052.7985600263
0,1033.63587290276,1072.64045231623
0,961.668294731926,1093.87976560631
0,930.610017896374,1200.10255212162
3,912.832446956432,1243.64962472672
0,1074.30500788414,1080.54371614922
3,1022.21500131304,1104.66501466798
0,1050.34648743753,1041.13386548765
1,948.810420789617,1064.24362188754
3,981.400494893579,1207.96705455455
3,1246.43768611468,1113.30795492845
1,1020.74901044728,1093.40664968988
3,1071.53576952441,1131.5926976663
0,1053.19747703756,1097.15979100261
0,1097.18846851389,1080.13623160077
3,1077.60906006091,1077.0822629504
0,1029.01746813376,1123.35809573198
3,1023.84848381121,1088.36897929666
0,1016.7390871875,1068.72738140798
1,972.681712910421,1131.7966852979
3,999.99193054096,1114.48971427226
1,885.198299080472,1130.8834254588
3,1065.11478216352,1089.99276978386
0,991.484802040957,1057.6883694708
3,1070.84244372343,1083.80988021919
3,1007.40964837015,1083.03080003041
3,1015.67619948967,1040.31768019966
3,965.066739310108,1100.45469937264
3,1049.29249031228,1065.34187711164
0,855.688681314132,1177.17415572407
0,1028.47862275392,1070.53163063659
1,970.004929774852,1188.63558764185
1,798.329024838522,1130.86924893744
3,929.64211905547,1092.64806654035
3,1133.76383123174,1064.73434800994
0,976.733941342603,1070.92351292102
0,1116.5525721304,1075.31351512781
3,1055.22044481797,1088.55189468211
1,997.007416464678,1130.76333157485
1,975.165302115468,1124.83469788453
3,1063.78909450459,1099.15100419501
1,930.783227016567,1075.62443351373
1,1011.75099939758,1087.46935864965
3,1302.3150032177,1038.24344405609
1,896.06128763939,1116.25102833603
3,1173.31587507567,1077.48977621957
0,1084.56161073702,1076.61615253072
0,1032.15580868767,1067.84419131233
0,1083.1162172256,1070.07159948356
3,1066.18715493498,1107.92005927269
1,906.634188960169,1103.05766954112
3,1134.77404267709,1063.56450249124
0,1099.51931101581,1046.63222359263
3,849.30861363792,1132.89249914269
3,1212.71634679607,1010.51090101209
3,1132.71276708911,1130.02715842035
0,1042.54020279108,1055.70956897509
1,1034.72163682058,1067.00559987382
1,863.400620733158,1131.00546254999
3,1181.38910863929,1065.80754991705
0,953.294663465451,1091.79295361092
3,1069.06688510894,1075.31749757567
0,1056.02190350767,1093.30077090176
1,1004.81076247619,1093.99098994518
3,1009.62768739694,1085.4478091196
3,1047.71206774255,1108.37958572952
1,1127.00726405364,1070.84563251998
3,1184.67058371127,1114.81242924051
3,1035.52054903261,1059.69300364001
1,928.354502917762,1111.72894806099
1,979.534682204364,1124.67166162788
3,1072.867232497,1119.40219420864
3,1190.35903808925,1072.13085279387
3,1016.90238926367,1097.37378801675
3,1092.88501795987,1068.0474062382
1,1148.41626767312,1042.08542283521
3,1005.72161413166,1109.91938320669
3,998.128599723877,1055.52144160162
1,1128.2768569457,1071.7231430543
0,987.684391439116,1063.27977579135
0,952.336568902279,1093.22582638318
0,968.170944985377,1089.91353402923
3,1125.26740680314,1097.43020609882
0,986.038869307327,1062.98132278569
